Gene	NAD.count	total.count
AT1G23080.1	NA	NA
AT1G23080.2	NA	NA
AT1G23080.3	NA	NA
AT1G23080.4	NA	NA
AT1G23130.1	NA	NA
AT1G23170.2	NA	NA
AT1G23190.1	NA	NA
AT1G23205.1	NA	NA
AT1G23310.1	NA	NA
AT1G23310.2	NA	NA
AT1G23440.1	NA	NA
AT1G23440.3	NA	NA
AT1G23490.1	NA	NA
AT1G23720.1	NA	NA
AT1G23720.2	NA	NA
AT1G23720.3	NA	NA
AT1G23720.4	NA	NA
AT1G23730.1	NA	NA
AT1G24020.1	NA	NA
AT1G24020.2	NA	NA
AT1G24100.1	NA	NA
AT1G24148.1	NA	NA
AT1G24148.2	NA	NA
AT1G24170.1	NA	NA
AT1G24180.1	NA	NA
AT1G24267.1	NA	NA
AT1G24267.2	NA	NA
AT1G24440.1	NA	NA
AT1G24440.2	NA	NA
AT1G24530.1	NA	NA
AT1G24793.1	NA	NA
AT1G24793.2	NA	NA
AT1G24800.1	NA	NA
AT1G24822.1	NA	NA
AT1G24880.2	NA	NA
AT1G24881.1	NA	NA
AT1G24996.1	NA	NA
AT1G25054.1	NA	NA
AT1G25055.1	NA	NA
AT1G25097.1	NA	NA
AT1G25098.1	NA	NA
AT1G25145.1	NA	NA
AT1G25150.1	NA	NA
AT1G25150.2	NA	NA
AT1G25175.1	NA	NA
AT1G25210.1	NA	NA
AT1G25210.2	NA	NA
AT1G25211.1	NA	NA
AT1G25230.1	NA	NA
AT1G25230.2	NA	NA
AT1G25230.3	NA	NA
AT1G25350.1	NA	NA
AT1G25350.2	NA	NA
AT1G25440.1	NA	NA
AT1G26110.1	NA	NA
AT1G26110.2	NA	NA
AT1G26160.1	NA	NA
AT1G26160.2	NA	NA
AT1G26630.1	NA	NA
AT1G26630.2	NA	NA
AT1G26761.1	NA	NA
AT1G26920.1	NA	NA
AT1G27090.1	NA	NA
AT1G27100.1	NA	NA
AT1G27130.1	NA	NA
AT1G27150.1	NA	NA
AT1G27210.1	NA	NA
AT1G27310.1	NA	NA
AT1G27840.1	NA	NA
AT1G27840.2	NA	NA
AT1G27840.3	NA	NA
AT1G27970.1	NA	NA
AT1G28050.1	NA	NA
AT1G28290.1	NA	NA
AT1G28290.2	NA	NA
AT1G28395.1	NA	NA
AT1G28395.4	NA	NA
AT1G28395.6	NA	NA
AT1G28400.1	NA	NA
AT1G28410.1	NA	NA
AT1G28410.2	NA	NA
AT1G29070.1	NA	NA
AT1G29150.1	NA	NA
AT1G29150.2	NA	NA
AT1G29160.1	NA	NA
AT1G29350.1	NA	NA
AT1G29370.1	NA	NA
AT1G29370.2	NA	NA
AT1G29390.1	NA	NA
AT1G29390.2	NA	NA
AT1G29465.1	NA	NA
AT1G29470.1	NA	NA
AT1G29470.2	NA	NA
AT1G29700.1	NA	NA
AT1G29700.2	NA	NA
AT1G29880.1	NA	NA
AT1G29910.1	NA	NA
AT1G29920.1	NA	NA
AT1G29970.1	NA	NA
AT1G29970.2	NA	NA
AT1G29970.3	NA	NA
AT1G30270.1	NA	NA
AT1G30270.2	NA	NA
AT1G30270.3	NA	NA
AT1G30580.1	NA	NA
AT1G30690.1	NA	NA
AT1G30690.2	NA	NA
AT1G31130.1	NA	NA
AT1G31300.1	NA	NA
AT1G31300.2	NA	NA
AT1G31300.3	NA	NA
AT1G31330.1	NA	NA
AT1G31340.1	NA	NA
AT1G31440.1	NA	NA
AT1G31720.1	NA	NA
AT1G31720.2	NA	NA
AT1G31720.3	NA	NA
AT1G31720.4	NA	NA
AT1G31720.5	NA	NA
AT1G31720.6	NA	NA
AT1G31730.1	NA	NA
AT1G31910.1	NA	NA
AT1G31910.2	NA	NA
AT1G32230.1	NA	NA
AT1G32230.2	NA	NA
AT1G32230.3	NA	NA
AT1G32230.4	NA	NA
AT1G32230.5	NA	NA
AT1G32230.6	NA	NA
AT1G32400.1	NA	NA
AT1G32400.2	NA	NA
AT1G32400.3	NA	NA
AT1G32450.1	NA	NA
AT1G32500.1	NA	NA
AT1G32550.1	NA	NA
AT1G32700.1	NA	NA
AT1G32700.2	NA	NA
AT1G32790.1	NA	NA
AT1G32790.2	NA	NA
AT1G32990.1	NA	NA
AT1G33050.1	NA	NA
AT1G33050.2	NA	NA
AT1G33050.3	NA	NA
AT1G33050.4	NA	NA
AT1G33050.5	NA	NA
AT1G33050.6	NA	NA
AT1G33120.1	NA	NA
AT1G33140.1	NA	NA
AT1G33250.1	NA	NA
AT1G33770.1	NA	NA
AT1G33780.1	NA	NA
AT1G34000.1	NA	NA
AT1G34190.1	NA	NA
AT1G34270.1	NA	NA
AT1G34470.1	NA	NA
AT1G34760.1	NA	NA
AT1G34760.2	NA	NA
AT1G35430.1	NA	NA
AT1G35580.1	NA	NA
AT1G35580.2	NA	NA
AT1G35680.1	NA	NA
AT1G35720.1	NA	NA
AT1G36320.1	NA	NA
AT1G36980.1	NA	NA
AT1G36980.2	NA	NA
AT1G38065.1	NA	NA
AT1G38065.2	NA	NA
AT1G38131.1	NA	NA
AT1G42550.1	NA	NA
AT1G42960.1	NA	NA
AT1G42970.1	NA	NA
AT1G43580.1	NA	NA
AT1G43670.1	NA	NA
AT1G43700.1	NA	NA
AT1G44000.1	NA	NA
AT1G44575.1	NA	NA
AT1G44575.2	NA	NA
AT1G44575.3	NA	NA
AT1G44608.1	NA	NA
AT1G44770.1	NA	NA
AT1G44770.2	NA	NA
AT1G44800.1	NA	NA
AT1G45145.1	NA	NA
AT1G45201.1	NA	NA
AT1G45201.2	NA	NA
AT1G45201.3	NA	NA
AT1G47128.1	NA	NA
AT1G47260.1	NA	NA
AT1G47530.1	NA	NA
AT1G47530.2	NA	NA
AT1G47820.1	NA	NA
AT1G47820.2	NA	NA
AT1G48300.1	NA	NA
AT1G48410.1	NA	NA
AT1G48410.2	NA	NA
AT1G48430.1	NA	NA
AT1G48430.2	NA	NA
AT1G48440.1	NA	NA
AT1G48450.1	NA	NA
AT1G48450.2	NA	NA
AT1G48650.1	NA	NA
AT1G48650.2	NA	NA
AT1G48745.1	NA	NA
AT1G48750.1	NA	NA
AT1G48760.1	NA	NA
AT1G48760.2	NA	NA
AT1G48760.3	NA	NA
AT1G48830.1	NA	NA
AT1G48830.2	NA	NA
AT1G48970.1	NA	NA
AT1G48970.2	NA	NA
AT1G49240.1	NA	NA
AT1G49500.1	NA	NA
AT1G49500.2	NA	NA
AT1G49600.1	NA	NA
AT1G49600.2	NA	NA
AT1G49600.3	NA	NA
AT1G49970.1	NA	NA
AT1G50010.1	NA	NA
AT1G50020.1	NA	NA
AT1G50200.1	NA	NA
AT1G50200.2	NA	NA
AT1G50250.1	NA	NA
AT1G50480.1	NA	NA
AT1G50500.1	NA	NA
AT1G50500.2	NA	NA
AT1G50500.3	NA	NA
AT1G50500.4	NA	NA
AT1G50500.5	NA	NA
AT1G50570.1	NA	NA
AT1G50570.2	NA	NA
AT1G51160.1	NA	NA
AT1G51160.2	NA	NA
AT1G51160.3	NA	NA
AT1G51200.1	NA	NA
AT1G51200.2	NA	NA
AT1G51200.3	NA	NA
AT1G51200.4	NA	NA
AT1G51402.1	NA	NA
AT1G51440.1	NA	NA
AT1G51580.1	NA	NA
AT1G51650.1	NA	NA
AT1G51680.1	NA	NA
AT1G51680.3	NA	NA
AT1G52080.1	NA	NA
AT1G52080.2	NA	NA
AT1G52190.1	NA	NA
AT1G52220.1	NA	NA
AT1G52220.2	NA	NA
AT1G52220.4	NA	NA
AT1G52240.1	NA	NA
AT1G52245.1	NA	NA
AT1G52300.1	NA	NA
AT1G52342.1	NA	NA
AT1G52720.1	NA	NA
AT1G52740.1	NA	NA
AT1G53840.1	NA	NA
AT1G54170.1	NA	NA
AT1G54320.1	NA	NA
AT1G54410.1	NA	NA
AT1G54500.1	NA	NA
AT1G54630.1	NA	NA
AT1G54630.2	NA	NA
AT1G54780.1	NA	NA
AT1G54790.3	NA	NA
AT1G55080.1	NA	NA
AT1G55080.2	NA	NA
AT1G55160.2	NA	NA
AT1G55160.3	NA	NA
AT1G55330.1	NA	NA
AT1G55335.1	NA	NA
AT1G55450.1	NA	NA
AT1G55450.2	NA	NA
AT1G55490.1	NA	NA
AT1G55490.2	NA	NA
AT1G55490.3	NA	NA
AT1G55490.4	NA	NA
AT1G55490.5	NA	NA
AT1G55810.1	NA	NA
AT1G55810.2	NA	NA
AT1G55810.3	NA	NA
AT1G55810.4	NA	NA
AT1G55810.6	NA	NA
AT1G55810.7	NA	NA
AT1G55890.1	NA	NA
AT1G55920.1	NA	NA
AT1G56000.1	NA	NA
AT1G56000.2	NA	NA
AT1G56045.1	NA	NA
AT1G56070.1	NA	NA
AT1G56070.2	NA	NA
AT1G56070.3	NA	NA
AT1G56200.1	NA	NA
AT1G56200.2	NA	NA
AT1G56220.1	NA	NA
AT1G56220.2	NA	NA
AT1G56220.3	NA	NA
AT1G56220.4	NA	NA
AT1G56220.5	NA	NA
AT1G56280.1	NA	NA
AT1G56280.2	NA	NA
AT1G56570.2	NA	NA
AT1G56580.1	NA	NA
AT1G56700.1	NA	NA
AT1G56700.2	NA	NA
AT1G56700.3	NA	NA
AT1G56700.4	NA	NA
AT1G57720.1	NA	NA
AT1G57720.2	NA	NA
AT1G57790.1	NA	NA
AT1G58080.1	NA	NA
AT1G58210.1	NA	NA
AT1G58270.1	NA	NA
AT1G58290.1	NA	NA
AT1G59830.1	NA	NA
AT1G59830.2	NA	NA
AT1G60870.1	NA	NA
AT1G61150.1	NA	NA
AT1G61150.11	NA	NA
AT1G61150.2	NA	NA
AT1G61150.4	NA	NA
AT1G61150.5	NA	NA
AT1G61150.9	NA	NA
AT1G61570.1	NA	NA
AT1G62330.1	NA	NA
AT1G62380.1	NA	NA
AT1G62480.1	NA	NA
AT1G62510.1	NA	NA
AT1G62750.1	NA	NA
AT1G62820.1	NA	NA
AT1G62970.1	NA	NA
AT1G62970.2	NA	NA
AT1G63440.1	NA	NA
AT1G63460.1	NA	NA
AT1G63970.1	NA	NA
AT1G64230.1	NA	NA
AT1G64230.2	NA	NA
AT1G64230.3	NA	NA
AT1G64230.4	NA	NA
AT1G64230.5	NA	NA
AT1G64370.1	NA	NA
AT1G64510.1	NA	NA
AT1G64510.2	NA	NA
AT1G64520.1	NA	NA
AT1G64670.1	NA	NA
AT1G64670.2	NA	NA
AT1G64670.3	NA	NA
AT1G64720.1	NA	NA
AT1G64770.1	NA	NA
AT1G64770.3	NA	NA
AT1G64780.1	NA	NA
AT1G64900.1	NA	NA
AT1G64970.1	NA	NA
AT1G65032.1	NA	NA
AT1G65230.1	NA	NA
AT1G65320.1	NA	NA
AT1G65420.1	NA	NA
AT1G65440.1	NA	NA
AT1G65440.2	NA	NA
AT1G65440.3	NA	NA
AT1G65440.4	NA	NA
AT1G65660.1	NA	NA
AT1G65820.1	NA	NA
AT1G65820.2	NA	NA
AT1G65820.3	NA	NA
AT1G65845.1	NA	NA
AT1G65960.1	NA	NA
AT1G65960.2	NA	NA
AT1G65960.3	NA	NA
AT1G65960.4	NA	NA
AT1G65980.1	NA	NA
AT1G65980.2	NA	NA
AT1G66070.1	NA	NA
AT1G66070.2	NA	NA
AT1G66090.1	NA	NA
AT1G66150.1	NA	NA
AT1G66200.1	NA	NA
AT1G66200.3	NA	NA
AT1G66240.3	NA	NA
AT1G66330.1	NA	NA
AT1G66330.2	NA	NA
AT1G66580.1	NA	NA
AT1G66590.1	NA	NA
AT1G66590.2	NA	NA
AT1G66670.1	NA	NA
AT1G66940.1	NA	NA
AT1G66940.2	NA	NA
AT1G66940.3	NA	NA
AT1G66940.4	NA	NA
AT1G66970.1	NA	NA
AT1G66970.2	NA	NA
AT1G66970.3	NA	NA
AT1G67080.1	NA	NA
AT1G67080.2	NA	NA
AT1G67328.1	NA	NA
AT1G67330.1	NA	NA
AT1G67350.1	NA	NA
AT1G67350.2	NA	NA
AT1G67700.1	NA	NA
AT1G67700.2	NA	NA
AT1G67700.3	NA	NA
AT1G67700.4	NA	NA
AT1G67700.5	NA	NA
AT1G67785.1	NA	NA
AT1G67870.1	NA	NA
AT1G68000.1	NA	NA
AT1G68010.1	NA	NA
AT1G68010.2	NA	NA
AT1G68190.1	NA	NA
AT1G68190.2	NA	NA
AT1G68190.3	NA	NA
AT1G68220.1	NA	NA
AT1G68440.1	NA	NA
AT1G68670.1	NA	NA
AT1G68725.1	NA	NA
AT1G68810.1	NA	NA
AT1G68945.1	NA	NA
AT1G69220.1	NA	NA
AT1G69220.2	NA	NA
AT1G69410.1	NA	NA
AT1G69530.1	NA	NA
AT1G69530.2	NA	NA
AT1G69530.3	NA	NA
AT1G69530.4	NA	NA
AT1G69530.5	NA	NA
AT1G69620.1	NA	NA
AT1G69750.1	NA	NA
AT1G69750.3	NA	NA
AT1G69750.4	NA	NA
AT1G69750.5	NA	NA
AT1G69910.1	NA	NA
AT1G69935.1	NA	NA
AT1G69935.2	NA	NA
AT1G70210.1	NA	NA
AT1G70410.1	NA	NA
AT1G70410.3	NA	NA
AT1G70480.1	NA	NA
AT1G70480.2	NA	NA
AT1G70560.1	NA	NA
AT1G70600.1	NA	NA
AT1G70700.1	NA	NA
AT1G70700.2	NA	NA
AT1G70700.3	NA	NA
AT1G70760.1	NA	NA
AT1G70770.2	NA	NA
AT1G70830.1	NA	NA
AT1G70830.2	NA	NA
AT1G70830.3	NA	NA
AT1G70830.4	NA	NA
AT1G70830.5	NA	NA
AT1G70900.1	NA	NA
AT1G71030.1	NA	NA
AT1G71030.2	NA	NA
AT1G71310.2	NA	NA
AT1G71480.1	NA	NA
AT1G71500.1	NA	NA
AT1G71840.1	NA	NA
AT1G72150.1	NA	NA
AT1G72160.1	NA	NA
AT1G72170.1	NA	NA
AT1G72320.1	NA	NA
AT1G72320.2	NA	NA
AT1G72320.3	NA	NA
AT1G72320.4	NA	NA
AT1G72450.1	NA	NA
AT1G72450.2	NA	NA
AT1G72510.1	NA	NA
AT1G72510.2	NA	NA
AT1G72600.2	NA	NA
AT1G72610.1	NA	NA
AT1G72740.1	NA	NA
AT1G72740.2	NA	NA
AT1G73200.1	NA	NA
AT1G73470.1	NA	NA
AT1G73470.2	NA	NA
AT1G73470.3	NA	NA
AT1G73490.1	NA	NA
AT1G73490.2	NA	NA
AT1G73600.1	NA	NA
AT1G73600.2	NA	NA
AT1G73650.1	NA	NA
AT1G73650.2	NA	NA
AT1G73650.3	NA	NA
AT1G73650.4	NA	NA
AT1G73650.5	NA	NA
AT1G73840.1	NA	NA
AT1G73840.2	NA	NA
AT1G74020.1	NA	NA
AT1G74050.1	NA	NA
AT1G74090.1	NA	NA
AT1G74230.1	NA	NA
AT1G74340.1	NA	NA
AT1G74340.2	NA	NA
AT1G74970.1	NA	NA
AT1G75100.1	NA	NA
AT1G75220.1	NA	NA
AT1G75280.1	NA	NA
AT1G75380.1	NA	NA
AT1G75380.2	NA	NA
AT1G75380.3	NA	NA
AT1G75380.4	NA	NA
AT1G75500.1	NA	NA
AT1G75630.1	NA	NA
AT1G75630.2	NA	NA
AT1G75680.1	NA	NA
AT1G75690.1	NA	NA
AT1G75750.1	NA	NA
AT1G75750.2	NA	NA
AT1G75950.1	NA	NA
AT1G76010.1	NA	NA
AT1G76010.2	NA	NA
AT1G76030.1	NA	NA
AT1G76180.1	NA	NA
AT1G76180.2	NA	NA
AT1G76490.1	NA	NA
AT1G76520.1	NA	NA
AT1G76520.2	NA	NA
AT1G76660.1	NA	NA
AT1G76660.2	NA	NA
AT1G76670.1	NA	NA
AT1G76670.2	NA	NA
AT1G76680.1	NA	NA
AT1G76680.2	NA	NA
AT1G76700.1	NA	NA
AT1G76930.1	NA	NA
AT1G76930.2	NA	NA
AT1G76990.1	NA	NA
AT1G76990.2	NA	NA
AT1G76990.3	NA	NA
AT1G76990.4	NA	NA
AT1G76990.5	NA	NA
AT1G77660.1	NA	NA
AT1G77740.1	NA	NA
AT1G77740.2	NA	NA
AT1G77840.1	NA	NA
AT1G78000.1	NA	NA
AT1G78000.2	NA	NA
AT1G78000.3	NA	NA
AT1G78000.4	NA	NA
AT1G78000.5	NA	NA
AT1G78000.7	NA	NA
AT1G78020.1	NA	NA
AT1G78260.1	NA	NA
AT1G78260.2	NA	NA
AT1G78300.1	NA	NA
AT1G78370.1	NA	NA
AT1G78490.1	NA	NA
AT1G78490.2	NA	NA
AT1G78660.1	NA	NA
AT1G78660.2	NA	NA
AT1G78660.3	NA	NA
AT1G79090.1	NA	NA
AT1G79090.2	NA	NA
AT1G79090.3	NA	NA
AT1G79340.1	NA	NA
AT1G79500.1	NA	NA
AT1G79500.3	NA	NA
AT1G79500.4	NA	NA
AT1G79510.1	NA	NA
AT1G79510.2	NA	NA
AT1G79550.1	NA	NA
AT1G79550.2	NA	NA
AT1G79600.1	NA	NA
AT1G79790.1	NA	NA
AT1G80130.1	NA	NA
AT1G80380.1	NA	NA
AT1G80380.2	NA	NA
AT1G80380.3	NA	NA
AT1G80380.4	NA	NA
AT1G80380.5	NA	NA
AT1G80380.7	NA	NA
AT1G80380.8	NA	NA
AT1G80450.1	NA	NA
AT1G80460.1	NA	NA
AT1G80460.2	NA	NA
AT1G80500.1	NA	NA
AT1G80500.2	NA	NA
AT1G80750.1	NA	NA
AT1G80920.1	NA	NA
AT1G80930.1	NA	NA
AT2G01010.1	NA	NA
AT2G01120.1	NA	NA
AT2G01120.2	NA	NA
AT2G01130.1	NA	NA
AT2G01130.2	NA	NA
AT2G01140.1	NA	NA
AT2G01400.1	NA	NA
AT2G01410.1	NA	NA
AT2G01420.1	NA	NA
AT2G01420.2	NA	NA
AT2G01420.3	NA	NA
AT2G01650.1	NA	NA
AT2G01650.2	NA	NA
AT2G01650.3	NA	NA
AT2G01670.1	NA	NA
AT2G01850.1	NA	NA
AT2G02040.1	NA	NA
AT2G02100.1	NA	NA
AT2G02130.1	NA	NA
AT2G02220.1	NA	NA
AT2G02760.1	NA	NA
AT2G02760.2	NA	NA
AT2G02760.3	NA	NA
AT2G02760.4	NA	NA
AT2G03240.1	NA	NA
AT2G03440.1	NA	NA
AT2G03550.1	NA	NA
AT2G03640.1	NA	NA
AT2G03640.2	NA	NA
AT2G03640.4	NA	NA
AT2G03680.1	NA	NA
AT2G03680.2	NA	NA
AT2G03680.3	NA	NA
AT2G04270.2	NA	NA
AT2G04270.4	NA	NA
AT2G04270.5	NA	NA
AT2G04270.6	NA	NA
AT2G04270.7	NA	NA
AT2G04270.8	NA	NA
AT2G04350.1	NA	NA
AT2G04350.2	NA	NA
AT2G04390.1	NA	NA
AT2G04400.1	NA	NA
AT2G04700.1	NA	NA
AT2G04700.2	NA	NA
AT2G04842.1	NA	NA
AT2G04842.2	NA	NA
AT2G04850.1	NA	NA
AT2G04852.3	NA	NA
AT2G04900.1	NA	NA
AT2G05220.1	NA	NA
AT2G05220.2	NA	NA
AT2G05310.1	NA	NA
AT2G05310.2	NA	NA
AT2G05440.3	NA	NA
AT2G05440.8	NA	NA
AT2G05510.1	NA	NA
AT2G05510.2	NA	NA
AT2G05510.3	NA	NA
AT2G05510.4	NA	NA
AT2G05510.5	NA	NA
AT2G05510.6	NA	NA
AT2G05540.1	NA	NA
AT2G05620.1	NA	NA
AT2G05620.2	NA	NA
AT2G05710.1	NA	NA
AT2G06025.1	NA	NA
AT2G06025.2	NA	NA
AT2G06025.4	NA	NA
AT2G06025.5	NA	NA
AT2G06025.6	NA	NA
AT2G06530.1	NA	NA
AT2G06530.2	NA	NA
AT2G07708.1	NA	NA
AT2G07718.1	NA	NA
AT2G07772.1	NA	NA
AT2G07774.1	NA	NA
AT2G09990.1	NA	NA
AT2G10940.1	NA	NA
AT2G10940.2	NA	NA
AT2G13360.1	NA	NA
AT2G13360.2	NA	NA
AT2G13360.3	NA	NA
AT2G13560.1	NA	NA
AT2G13690.1	NA	NA
AT2G13820.1	NA	NA
AT2G13820.3	NA	NA
AT2G14210.1	NA	NA
AT2G14210.2	NA	NA
AT2G14878.1	NA	NA
AT2G14890.1	NA	NA
AT2G14890.2	NA	NA
AT2G15020.1	NA	NA
AT2G15270.1	NA	NA
AT2G15270.2	NA	NA
AT2G15580.1	NA	NA
AT2G15580.2	NA	NA
AT2G15580.3	NA	NA
AT2G15860.1	NA	NA
AT2G15860.2	NA	NA
AT2G15860.3	NA	NA
AT2G15970.2	NA	NA
AT2G16070.1	NA	NA
AT2G16070.2	NA	NA
AT2G16070.3	NA	NA
AT2G16280.1	NA	NA
AT2G16650.1	NA	NA
AT2G16650.2	NA	NA
AT2G17190.1	NA	NA
AT2G17390.1	NA	NA
AT2G17620.1	NA	NA
AT2G17695.1	NA	NA
AT2G17695.2	NA	NA
AT2G17695.3	NA	NA
AT2G17710.1	NA	NA
AT2G18020.1	NA	NA
AT2G18160.1	NA	NA
AT2G18280.1	NA	NA
AT2G18280.2	NA	NA
AT2G18370.1	NA	NA
AT2G18670.1	NA	NA
AT2G18740.1	NA	NA
AT2G18740.2	NA	NA
AT2G18960.1	NA	NA
AT2G18960.2	NA	NA
AT2G18960.3	NA	NA
AT2G19520.1	NA	NA
AT2G19540.1	NA	NA
AT2G19680.1	NA	NA
AT2G19680.2	NA	NA
AT2G19730.1	NA	NA
AT2G19730.2	NA	NA
AT2G19730.3	NA	NA
AT2G19750.1	NA	NA
AT2G19760.1	NA	NA
AT2G19870.1	NA	NA
AT2G19950.1	NA	NA
AT2G19950.2	NA	NA
AT2G20230.1	NA	NA
AT2G20360.1	NA	NA
AT2G20530.1	NA	NA
AT2G20530.2	NA	NA
AT2G20585.1	NA	NA
AT2G20585.2	NA	NA
AT2G20585.3	NA	NA
AT2G20585.4	NA	NA
AT2G20585.5	NA	NA
AT2G20585.7	NA	NA
AT2G20610.1	NA	NA
AT2G20670.1	NA	NA
AT2G20725.1	NA	NA
AT2G20810.1	NA	NA
AT2G20840.1	NA	NA
AT2G20840.2	NA	NA
AT2G20840.3	NA	NA
AT2G20860.1	NA	NA
AT2G20860.2	NA	NA
AT2G20860.3	NA	NA
AT2G20875.1	NA	NA
AT2G20920.1	NA	NA
AT2G21160.1	NA	NA
AT2G21170.1	NA	NA
AT2G21170.2	NA	NA
AT2G21170.3	NA	NA
AT2G21195.1	NA	NA
AT2G21195.2	NA	NA
AT2G21195.3	NA	NA
AT2G21195.4	NA	NA
AT2G21210.1	NA	NA
AT2G21210.2	NA	NA
AT2G21280.1	NA	NA
AT2G21280.2	NA	NA
AT2G21385.1	NA	NA
AT2G21385.2	NA	NA
AT2G21385.3	NA	NA
AT2G21385.4	NA	NA
AT2G21385.5	NA	NA
AT2G21650.1	NA	NA
AT2G21660.1	NA	NA
AT2G21660.2	NA	NA
AT2G21790.1	NA	NA
AT2G21870.1	NA	NA
AT2G21870.2	NA	NA
AT2G21960.1	NA	NA
AT2G22010.1	NA	NA
AT2G22010.2	NA	NA
AT2G22170.1	NA	NA
AT2G22430.1	NA	NA
AT2G22540.1	NA	NA
AT2G22540.2	NA	NA
AT2G22540.3	NA	NA
AT2G22770.1	NA	NA
AT2G22990.1	NA	NA
AT2G22990.2	NA	NA
AT2G22990.3	NA	NA
AT2G22990.4	NA	NA
AT2G22990.5	NA	NA
AT2G22990.6	NA	NA
AT2G23120.1	NA	NA
AT2G23670.1	NA	NA
AT2G23672.1	NA	NA
AT2G23930.1	NA	NA
AT2G23930.2	NA	NA
AT2G24060.1	NA	NA
AT2G24070.1	NA	NA
AT2G24070.2	NA	NA
AT2G24070.3	NA	NA
AT2G24090.1	NA	NA
AT2G24270.1	NA	NA
AT2G24270.2	NA	NA
AT2G24270.3	NA	NA
AT2G24270.4	NA	NA
AT2G24280.1	NA	NA
AT2G24280.2	NA	NA
AT2G24390.1	NA	NA
AT2G24390.2	NA	NA
AT2G24390.3	NA	NA
AT2G24420.1	NA	NA
AT2G24420.2	NA	NA
AT2G24580.1	NA	NA
AT2G24790.1	NA	NA
AT2G24820.1	NA	NA
AT2G24940.1	NA	NA
AT2G25060.1	NA	NA
AT2G25110.1	NA	NA
AT2G25310.1	NA	NA
AT2G25450.1	NA	NA
AT2G25490.1	NA	NA
AT2G25625.1	NA	NA
AT2G25625.2	NA	NA
AT2G25800.1	NA	NA
AT2G26080.1	NA	NA
AT2G26250.1	NA	NA
AT2G26340.1	NA	NA
AT2G26430.1	NA	NA
AT2G26430.2	NA	NA
AT2G26430.3	NA	NA
AT2G26430.4	NA	NA
AT2G26500.3	NA	NA
AT2G26530.1	NA	NA
AT2G26530.2	NA	NA
AT2G26695.1	NA	NA
AT2G26695.2	NA	NA
AT2G26910.1	NA	NA
AT2G27020.1	NA	NA
AT2G27020.2	NA	NA
AT2G27290.1	NA	NA
AT2G27420.1	NA	NA
AT2G27450.1	NA	NA
AT2G27450.2	NA	NA
AT2G27450.3	NA	NA
AT2G27510.1	NA	NA
AT2G27530.1	NA	NA
AT2G27530.2	NA	NA
AT2G27720.1	NA	NA
AT2G27720.2	NA	NA
AT2G27720.3	NA	NA
AT2G27720.4	NA	NA
AT2G27810.1	NA	NA
AT2G27810.2	NA	NA
AT2G27810.3	NA	NA
AT2G27810.4	NA	NA
AT2G27860.1	NA	NA
AT2G27960.1	NA	NA
AT2G28370.1	NA	NA
AT2G28550.1	NA	NA
AT2G28550.2	NA	NA
AT2G28550.3	NA	NA
AT2G28550.4	NA	NA
AT2G28550.5	NA	NA
AT2G28550.6	NA	NA
AT2G28780.1	NA	NA
AT2G28800.1	NA	NA
AT2G28800.3	NA	NA
AT2G28800.4	NA	NA
AT2G29170.1	NA	NA
AT2G29190.1	NA	NA
AT2G29190.2	NA	NA
AT2G29290.1	NA	NA
AT2G29290.2	NA	NA
AT2G29350.1	NA	NA
AT2G29350.2	NA	NA
AT2G29350.3	NA	NA
AT2G29450.1	NA	NA
AT2G29650.1	NA	NA
AT2G29650.2	NA	NA
AT2G29650.3	NA	NA
AT2G29650.4	NA	NA
AT2G29700.1	NA	NA
AT2G29900.1	NA	NA
AT2G30010.1	NA	NA
AT2G30010.2	NA	NA
AT2G30250.1	NA	NA
AT2G30260.1	NA	NA
AT2G30260.2	NA	NA
AT2G30270.1	NA	NA
AT2G30520.1	NA	NA
AT2G30520.2	NA	NA
AT2G30520.3	NA	NA
AT2G30620.1	NA	NA
AT2G30710.1	NA	NA
AT2G30870.1	NA	NA
AT2G31110.1	NA	NA
AT2G31110.2	NA	NA
AT2G31110.3	NA	NA
AT2G31160.1	NA	NA
AT2G31230.1	NA	NA
AT2G31570.1	NA	NA
AT2G31580.1	NA	NA
AT2G31580.2	NA	NA
AT2G31580.3	NA	NA
AT2G31580.4	NA	NA
AT2G31580.5	NA	NA
AT2G31610.1	NA	NA
AT2G31670.1	NA	NA
AT2G31880.1	NA	NA
AT2G32040.1	NA	NA
AT2G32040.2	NA	NA
AT2G32080.1	NA	NA
AT2G32080.2	NA	NA
AT2G32090.1	NA	NA
AT2G32090.2	NA	NA
AT2G32400.1	NA	NA
AT2G32470.1	NA	NA
AT2G32480.1	NA	NA
AT2G32480.2	NA	NA
AT2G32520.1	NA	NA
AT2G32520.2	NA	NA
AT2G32520.3	NA	NA
AT2G32520.4	NA	NA
AT2G32690.1	NA	NA
AT2G32690.2	NA	NA
AT2G32690.3	NA	NA
AT2G32690.4	NA	NA
AT2G32690.5	NA	NA
AT2G32720.1	NA	NA
AT2G32720.2	NA	NA
AT2G33120.1	NA	NA
AT2G33120.2	NA	NA
AT2G33150.1	NA	NA
AT2G33220.1	NA	NA
AT2G33220.2	NA	NA
AT2G33500.1	NA	NA
AT2G33500.2	NA	NA
AT2G33800.1	NA	NA
AT2G33830.1	NA	NA
AT2G33830.2	NA	NA
AT2G33855.1	NA	NA
AT2G34160.1	NA	NA
AT2G34510.1	NA	NA
AT2G34510.2	NA	NA
AT2G34560.1	NA	NA
